,Sample,InvL35_Exposure(us),InvL35_Total Frames,InvL350_Exposure(us),InvL350_Total Frames,L35_Exposure(us),L35_Total Frames,L350_Exposure(us),L350_Total Frames
0,HC201,66667,3083,6667,8942,66667,3235,6667,8942
